skill_uri,skill_label,russian,skill_category
http://data.europa.eu/esco/skill/668c3fd4-8443-4f27-bc1e-2d96205186b5,blockchain application areas ,области применения блокчейна,knowledge
http://data.europa.eu/esco/skill/66b95837-7ad1-4acd-b2a0-fdf2e55323c4,intervene with actions on stage,вмешиваться в действия на сцене,skill/competence
http://data.europa.eu/esco/skill/670f8eea-f25b-4c3f-97ef-a4729d4c63d6,smart contract,умный контракт,knowledge
http://data.europa.eu/esco/skill/67a118f4-8a5f-48f7-8e5f-de34b9ca2c37,hybrid model,гибридная модель,knowledge
http://data.europa.eu/esco/skill/68174d5f-1646-42e2-b765-6a66cd1e59ae,adjust video transmissions,настраивать видеопередачи,skill/competence
http://data.europa.eu/esco/skill/6833e58b-eceb-4599-9375-1b7e6ec64087,ensure information security,обеспечивать информационную безопасность,skill/competence
http://data.europa.eu/esco/skill/684927a3-1d71-4b87-abb4-db204bb87086,film music techniques,техники съемки музыки,knowledge
http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,определять потребности клиентов,skill/competence
http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7,read standard blueprints,читать стандартные чертежи,skill/competence
http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22,statistical modeling techniques,методы статистического моделирования,knowledge
http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,crowdsourcing strategy,стратегия краудсорсинга,knowledge
http://data.europa.eu/esco/skill/695c3249-18e7-4435-bdb8-54a16011159d,develop documentation in accordance with legal requirements,разработка документации в соответствии с требованиями законодательства,skill/competence
http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec,information extraction,извлечение информации,knowledge
http://data.europa.eu/esco/skill/697dcc9f-ae92-4506-b5f2-e770d7589f74,utilise regular expressions,использовать регулярные выражения,skill/competence
http://data.europa.eu/esco/skill/699c949a-699a-4858-a02e-a63f66872d6f,blockchain concept application,применение концепции блокчейна,knowledge
http://data.europa.eu/esco/skill/69bbd53f-fbb0-4476-b4b2-ef7844464e28,web programming,веб-программирование,knowledge
http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c,implement ICT risk management,внедрение управления рисками в сфере ИКТ,skill/competence
http://data.europa.eu/esco/skill/69f0167e-75d9-46cf-847f-72a592880ebb,STAF,STAF,knowledge
http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d,ensure equipment availability,обеспечение доступности оборудования,skill/competence
http://data.europa.eu/esco/skill/6a322874-e32f-4cd8-9683-badce67a7f73,develop automated software tests,разработка автоматизированных тестов программного обеспечения,skill/competence
http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2,audit techniques,аудиторские техники,knowledge
http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6,create business process models,создавать модели бизнес-процессов,skill/competence
http://data.europa.eu/esco/skill/6a876489-7ad8-4a13-b09c-c9b8e97a302e,Waterfall development,Водопадная разработка,knowledge
http://data.europa.eu/esco/skill/6a899482-8bcf-40ca-ae67-579a1cc467ab,manage engineering project,управлять инженерным проектом,skill/competence
http://data.europa.eu/esco/skill/6ad40ca3-dc34-4442-b23f-0b1b28936f56,maintain responsive design,поддерживать адаптивный дизайн,skill/competence
http://data.europa.eu/esco/skill/6aef2baa-5fa7-4c16-bd28-3e070ec4e4df,educate on data confidentiality,проводить обучение по вопросам конфиденциальности данных,skill/competence
http://data.europa.eu/esco/skill/6b3afb82-c4ea-4f14-be54-a757fb762663,Vagrant,Бродяга,knowledge
http://data.europa.eu/esco/skill/6b42f6d0-709f-4011-b777-2c8ecc559214,maintain broadcast equipment,обслуживать вещательное оборудование,skill/competence
http://data.europa.eu/esco/skill/6b643893-0a1f-4f6c-83a1-e7eef75849b9,develop with cloud services,разработка с помощью облачных сервисов,skill/competence
http://data.europa.eu/esco/skill/6b6a9252-2ed7-4862-a02f-1578f4a532ea,Eclipse (integrated development environment software),Eclipse (программное обеспечение интегрированной среды разработки),knowledge
http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511,design database scheme,разрабатывать схему базы данных,skill/competence
http://data.europa.eu/esco/skill/6cad4013-3055-47ba-8316-0720e1a55256,technically design a sound system,технически проектировать звуковую систему,skill/competence
http://data.europa.eu/esco/skill/6d289e8b-2cc1-4eda-ab1f-ad1090ef98f0,WordPress,WordPress,knowledge
http://data.europa.eu/esco/skill/6d70a43a-2708-480f-ae1d-50703eb42c34,glue film reels,склеивать катушки с пленкой,skill/competence
http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8,prospect new customers,поиск новых клиентов,skill/competence
http://data.europa.eu/esco/skill/6e4f264a-e2e1-42fb-9866-e64069f8b441,maintain audiovisual equipment,обслуживание аудиовизуального оборудования,skill/competence
http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,ICT communications protocols,протоколы связи ИКТ,knowledge
http://data.europa.eu/esco/skill/6e53fd99-b646-4327-9580-ac062ab21188,3D lighting,3D-освещение,knowledge
http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0,risk management,управление рисками,knowledge
http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab,security engineering,инженерная безопасность,knowledge
http://data.europa.eu/esco/skill/6f7512ab-d46d-402a-8c30-a8878d7c1f88,SQL Server Integration Services,SQL Server Integration Services,knowledge
http://data.europa.eu/esco/skill/6f7aafee-02e4-4484-9eae-1106b8575f88,structure soundtrack,структура саундтрека,skill/competence
http://data.europa.eu/esco/skill/6f8a40d6-f9ce-43ec-a72f-d4213a53f3ed,Ansible,Ansible,knowledge
http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2,outsourcing strategy,стратегия аутсорсинга,knowledge
http://data.europa.eu/esco/skill/6fa1c2c0-a012-4ca0-9642-e01569ba322c,ICT system integration,интеграция ИКТ-систем,knowledge
http://data.europa.eu/esco/skill/6fe76a8b-4d5f-4cea-b76b-5908463fb014,study website behaviour patterns,изучение моделей поведения на веб-сайте,skill/competence
http://data.europa.eu/esco/skill/70988d2c-a750-4808-a360-5aaf859cf39a,broadcast using Internet Protocol,вещать с помощью интернет-протокола,skill/competence
http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a,Cisco,Cisco,knowledge
http://data.europa.eu/esco/skill/70de94f5-9575-4edd-bca7-c797b023b9d6,Oracle WebLogic,Oracle WebLogic,knowledge
http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,project management,управление проектами,knowledge
http://data.europa.eu/esco/skill/713fb616-118e-40bc-9366-4a69879a49d5,implement data quality processes,внедрение процессов обеспечения качества данных,skill/competence
http://data.europa.eu/esco/skill/7159e587-c7cb-4ec0-a662-03e1dee2cccb,research design,исследовательский дизайн,knowledge
http://data.europa.eu/esco/skill/71717c33-dd63-4acf-b052-a5fd5d9fc490,ensure information privacy,обеспечивать конфиденциальность информации,skill/competence
http://data.europa.eu/esco/skill/71746a0b-e58d-4dc4-ad03-bd84082eae21,collect customer feedback on applications,собирать отзывы клиентов о приложениях,skill/competence
http://data.europa.eu/esco/skill/7193cb6d-8334-494f-86e5-21e6d03a47c3,unified modelling language,унифицированный язык моделирования,knowledge
http://data.europa.eu/esco/skill/71c2f41e-14de-4b23-82ad-5dbcd54ba5b0,deploy ICT systems,развертывать системы ИКТ,skill/competence
http://data.europa.eu/esco/skill/7234e847-451d-499a-9c7b-0050a4e758d6,utilise content types,использование типов контента,skill/competence
http://data.europa.eu/esco/skill/7253d98c-4a6d-4e37-8b6c-accca9f4b639,develop ICT test suite,разрабатывать набор тестов ИКТ,skill/competence
http://data.europa.eu/esco/skill/726abd5a-d23c-44b9-abb0-f22bbe95f1d3,operational research,операционные исследования,knowledge
http://data.europa.eu/esco/skill/727eb829-28da-4d6a-8552-ba5b5d280c41,install image equipment,установка оборудования для обработки изображений,skill/competence
http://data.europa.eu/esco/skill/72812eb6-5a0f-48e8-815d-3d2a16b8e963,operate an audio mixing console,работа с аудиомикшерным пультом,skill/competence
http://data.europa.eu/esco/skill/72a74f69-5cf1-43c5-99b9-62a444578919,engineering processes,инженерные процессы,knowledge
